,Description,Label
1597,"Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way.",Kingler
1598,"KINGLER has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the POKéMON quickly tires.",Kingler
1599,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",Kingler
1600,"The large pincer has 10,000-horsepower crushing force. However, its huge size makes it unwieldy to use.",Kingler
1601,"It waves its huge, oversized claw in the air to communicate with others. But since the claw is so heavy, this POKéMON quickly tires.",Kingler
1602,"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim.",Kingler
1603,"It can hardly lift its massive, overgrown pincer. The pincer’s size makes it difficult to aim properly.",Kingler
1604,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its balance and staggers.",Kingler
1605,"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim.",Kingler
1606,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",Kingler
1607,"Its pincers grow peculiarly large. If it lifts the pincers too fast, it loses its balance and staggers.",Kingler
1608,"Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires.",Kingler
1609,"One claw grew massively and is as hard as steel. It has 10,000-horsepower strength. However, it is too heavy.",Kingler
1610,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",Kingler
1611,"Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way.",Kingler
1612,"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim.",Kingler
1613,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",Koffing
1614,"In hot places, its internal gases could expand and explode without any warning. Be very careful!",Koffing
1615,"Its thin, filmy body is filled with gases that cause constant sniffles, coughs and teary eyes.",Koffing
1616,"The poisonous gases it contains are a little bit lighter than air, keeping it slightly airborne.",Koffing
1617,"If one gets close enough to it when it expels poisonous gas, the gas swirling inside it can be seen.",Koffing
1618,"If KOFFING becomes agitated, it raises the toxicity of its internal gases and jets them out from all over its body. This POKéMON may also overinflate its round body, then explode.",Koffing
1619,"KOFFING embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this POKéMON.",Koffing
1620,"Its thin, balloon-like body is inflated by horribly toxic gases. It reeks when it is nearby.",Koffing
1621,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",Koffing
1622,"Getting up close to a KOFFING will give you a chance to observe, through its thin skin, the toxic gases swirling inside. It blows up at the slightest stimulation.",Koffing
1623,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive.",Koffing
1624,"Its thin, filmy body is filled with gases that cause constant sniffles, coughs and teary eyes.",Koffing
1625,"The poisonous gases it contains are a little bit lighter than air, keeping it slightly airborne.",Koffing
1626,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive.",Koffing
1627,"Toxic gas is held within its thin, balloon-shaped body, so it can cause massive explosions.",Koffing
1628,"Its thin, balloon-like body is inflated by horribly toxic gases. It reeks when it is nearby.",Koffing
1629,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive.",Koffing
1630,"If Koffing becomes agitated, it raises the toxicity of its internal gases and jets them out from all over its body. This Pokémon may also overinflate its round body, then explode.",Koffing
1631,"Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon.",Koffing
1632,"In hot places, its internal gases could expand and explode without any warning. Be very careful!",Koffing
1633,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.",Koffing
1634,It adores polluted air. Some claim that Koffing used to be more plentiful in the Galar region than they are now.,Koffing
1635,Lighter-than-air gases in its body keep it aloft. The gases not only smell; they are also explosive.,Koffing
1636,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",Krabby
1637,"Its pincers are superb weapons. They sometimes break off during battle, but they grow back fast.",Krabby
1638,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",Krabby
1639,"The pincers break off easily. If it loses a pincer, it somehow becomes incapable of walking sideways.",Krabby
1640,"If it is unable to find food, it will absorb nutrients by swallowing a mouthful of sand.",Krabby
1641,"KRABBY live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these POKéMON can be seen squabbling with each other over territory.",Krabby
1642,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,Krabby
1643,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",Krabby
1644,"KRABBY live in holes dug into beaches. On sandy shores with little in the way of food, they can be seen squabbling with each other over territory.",Krabby
1645,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.,Krabby
1646,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",Krabby
1647,"The pincers break off easily. If it loses a pincer, it somehow becomes incapable of walking sideways.",Krabby
1648,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.,Krabby
1649,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",Krabby
1650,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,Krabby
1651,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.",Krabby
1652,"Its pincers are superb weapons. They sometimes break off during battle, but they grow back fast.",Krabby
1653,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,Krabby
1654,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",Krabby
1655,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are lost in battle.,Krabby
1656,A POKéMON that has been overhunted almost to extinction. It can ferry people across the water.,Lapras
1657,A gentle soul that can read the minds of people. It can ferry people across the sea on its back.,Lapras
1658,"They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled.",Lapras
1659,It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood.,Lapras
1660,This gentle POKéMON loves to give people rides and provides a very comfortable way to get around.,Lapras
1661,"People have driven LAPRAS almost to the point of extinction. In the evenings, this POKéMON is said to sing plaintively as it seeks what few others of its kind still remain.",Lapras
1662,Its high intelligence enables it to understand human speech. It likes to ferry people on its back.,Lapras
1663,A POKéMON that has been overhunted almost to extinction. It can ferry people on its back.,Lapras
1664,"People have driven LAPRAS almost to the point of extinction. In the evenings, it is said to sing plaintively as it seeks what few others of its kind still remain.",Lapras
1665,It loves crossing the sea with people and Pokémon on its back. It understands human speech.,Lapras
1666,"They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled.",Lapras
1667,It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood.,Lapras
1668,It loves crossing the sea with people and Pokémon on its back. It understands human speech.,Lapras
1669,"Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back.",Lapras
1670,"They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled.",Lapras
1671,Its high intelligence enables it to understand human speech. It likes to ferry people on its back.,Lapras
1672,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",Lapras
1673,"Its high intelligence enables it to comprehend human speech. When it’s in a good mood, it sings in its beautiful voice.",Lapras
1674,"These Pokémon were once near extinction due to poaching. Following protective regulations, there is now an overabundance of them.",Lapras
1675,"It likes swimming around with people on its back. In the Alola region, it’s an important means of transportation over water.",Lapras
1676,They’ve been so cherished that there’s now an overabundance. The fish Pokémon population has declined in waters with too many Lapras.,Lapras
1677,A gentle soul that can understand human speech. It can ferry people across the sea on its back.,Lapras
1678,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it.",Lapras
1679,Crossing icy seas is no issue for this cold-resistant Pokémon. Its smooth skin is a little cool to the touch.,Lapras
1680,It loves crossing the sea with people and Pokémon on its back. It understands human speech.,Lapras
1681,Its tongue can be extended like a chameleon’s. It leaves a tingling sensation when it licks enemies.,Lickitung
1682,Its tongue spans almost 7 feet and moves more freely than its forelegs. Its licks can cause paralysis.,Lickitung
1683,"Its tongue has well-developed nerves that run to the very tip, so it can be deftly manipulated.",Lickitung
1684,"Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful.",Lickitung
1685,It has a tongue that is over 6’6’’ long. It uses this long tongue to lick its body clean.,Lickitung
1686,"Whenever LICKITUNG comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things.",Lickitung
1687,Its tongue is twice the length of its body. It can be moved like an arm for grabbing food and attacking.,Lickitung
1688,Its tongue can be extended like a chameleon’s. It leaves a tingling sensation when it licks enemies.,Lickitung
1689,"Whenever it sees something unfamiliar, it always licks the object because it memorizes things by texture and taste. It is somewhat put off by sour things.",Lickitung
1690,"Instead of hands, it uses its tongue, which is twice its height. Its sticky saliva grips anything.",Lickitung
1691,"When it extends its over-six-foot-long tongue, its tail quivers. There is a possibility they are connected.",Lickitung
1692,"Its tongue has well-developed nerves that run to the very tip, so it can be deftly manipulated.",Lickitung
1693,"Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful.",Lickitung
1694,"When it extends its over-six-foot-long tongue, its tail quivers. There is a possibility they are connected.",Lickitung
1695,"Being licked by its long, saliva-covered tongue leaves a tingling sensation. Extending its tongue retracts its tail.",Lickitung
1696,"Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful.",Lickitung
1697,Its tongue is twice the length of its body. It can be moved like an arm for grabbing food and attacking.,Lickitung
1698,"Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things.",Lickitung
1699,"It checks out whatever’s around it by licking everything. If you don’t clean off a spot where it’s licked you, you’ll break out in a rash!",Lickitung
1700,"It licks filth clean with its tongue. Whatever it licks always stinks afterward, so whether it’s really clean is...questionable.",Lickitung
1701,Its tongue spans almost seven feet and moves more freely than its forelegs. Its licks can cause paralysis.,Lickitung
1702,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",Lickitung
1703,"Bug Pokémon are Lickitung’s main food source. This Pokémon paralyzes its prey with a lick from its long tongue, then swallows the prey whole.",Lickitung
1704,"Instead of its hands, it uses its tongue, which can stretch to twice this Pokémon’s height. Lickitung’s sticky saliva grips anything.",Lickitung
1705,"Wields its long tongue deftly, as though it were an arm. The Pokémon’s viscous saliva, once it has been collected and boiled down, yields a strong and highly useful adhesive.",Lickitung
1706,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",Machamp
1707,"One arm alone can move mountains. Using all four arms, this POKéMON fires off awesome punches.",Machamp
1708,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,Machamp
1709,"It uses its four powerful arms to pin the limbs of its foe, then throws the victim over the horizon.",Machamp
1710,"With four arms that react more quickly than it can think, it can execute many punches at once.",Machamp
1711,"MACHAMP has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This POKéMON tends to leap into action before it thinks.",Machamp
1712,"MACHAMP is known as the POKéMON that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",Machamp
1713,"Its four ruggedly developed arms can launch a flurry of 1,000 punches in just two seconds.",Machamp
1714,Its superpowerful punches are said to knock the victim flying clear over the horizon.,Machamp
1715,It is impossible to defend against punches and chops doled out by its four arms. Its fighting spirit flares up when it faces a tough opponent.,Machamp
1716,"It punches with its four arms at blinding speed. It can launch 1,000 punches in two seconds.",Machamp
1717,"It can knock a train flying with a punch. However, it is terrible at delicate work using its fingers.",Machamp
1718,Its four muscled arms slam foes with powerful punches and chops at blinding speed.,Machamp
1719,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,Machamp
1720,"It uses its four powerful arms to pin the limbs of its foe, then throws the victim over the horizon.",Machamp
1721,Its four muscled arms slam foes with powerful punches and chops at blinding speed.,Machamp
1722,"Its four ruggedly developed arms can launch a flurry of 1,000 punches in just two seconds.",Machamp
1723,"It uses its four powerful arms to pin the limbs of its foe, then throws the victim over the horizon.",Machamp
1724,"Machamp has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This Pokémon tends to leap into action before it thinks.",Machamp
1725,"Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",Machamp
1726,It unleashes megaton-level punches that send opponents flying clear over the horizon.,Machamp
1727,It can lift heavy loads with the greatest of ease. It can even heft dump trucks. But its clumsy fingers prevent it from doing any precision work.,Machamp
1728,It grasps its opponents with its four arms and twists them up in an intricate hold. People call it “the Machamp special.”,Machamp
1729,"With four arms, it can attack and defend simultaneously. It’s said to have mastered every martial art in the world.",Machamp
1730,"One arm alone can move mountains. Using all four arms, this Pokémon fires off awesome punches.",Machamp
1731,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,Machamp
1732,"With four arms that react more quickly than it can think, it can execute many punches at once.",Machamp
1733,"It punches with its four arms at blinding speed. It can launch 1,000 punches in two seconds.",Machamp
1734,"It can knock a train flying with a punch. However, it is terrible at delicate work using its fingers.",Machamp
1735,"In close combat, its four arms afford it offensive and defensive supremacy. In but a blink, this valiant Pokémon can overwhelm its foes with more than 1,000 blows from its fists.",Machamp
1736,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",Machoke
1737,"The belt around its waist holds back its energy. Without it, this POKéMON would be unstoppable.",Machoke
1738,"It always goes at its full power, but this very tough and durable POKéMON never gets tired.",Machoke
1739,"The muscles covering its body teem with power. Even when still, it exudes an amazing sense of strength.",Machoke
1740,This tough POKéMON always stays in the zone. Its muscles become thicker after every battle.,Machoke
1741,"MACHOKE’s thoroughly toned muscles possess the hardness of steel. This POKéMON has so much strength, it can easily hold aloft a sumo wrestler on just one finger.",Machoke
1742,"MACHOKE undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this POKéMON heads to the fields and mountains to exercise and train.",Machoke
1743,Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.,Machoke
1744,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",Machoke
1745,"A belt is worn by a MACHOKE to keep its overwhelming power under control. Because it is so dangerous, no one has ever removed the belt.",Machoke
1746,"MACHOKE’s boundless power is very dangerous, so it wears a belt that suppresses its energy.",Machoke
1747,"It can lift a dump truck with one hand. Using that power, it helps people with heavy jobs.",Machoke
1748,It happily carries heavy cargo to toughen up. It willingly does hard work for people.,Machoke
1749,"It always goes at its full power, but this very tough and durable Pokémon never gets tired.",Machoke
1750,"The muscles covering its body teem with power. Even when still, it exudes an amazing sense of strength.",Machoke
1751,It happily carries heavy cargo to toughen up. It willingly does hard work for people.,Machoke
1752,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",Machoke
1753,"It can lift a dump truck with one hand. Using that power, it helps people with heavy jobs.",Machoke
1754,"Machoke’s thoroughly toned muscles possess the hardness of steel. This Pokémon has so much strength, it can easily hold aloft a sumo wrestler on just one finger.",Machoke
1755,"Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.",Machoke
1756,"As a result of its continual workouts, it has developed tremendous power. It uses that power to help people with their work.",Machoke
1757,It willingly assists with hard labor because it knows the work is good training for its muscles.,Machoke
1758,"When it encounters an enemy that’s truly mighty, this Pokémon removes the power-save belt from its waist and unleashes its full power.",Machoke
1759,"A popular motif for sculptures, its incredibly well-developed muscles have captured the imagination of many an artist.",Machoke
1760,"The belt around its waist holds back its energy. Without it, this Pokémon would be unstoppable.",Machoke
1761,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",Machoke
1762,Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.,Machoke
1763,"Machoke’s boundless power is very dangerous, so it wears a belt that suppresses its energy.",Machoke
1764,"It can lift a dump truck with one hand. Using that kind of strength, it helps people do heavy jobs.",Machoke
1765,A sturdy creature boasting a robust physique and boundless stamina. Loves training above all else and voluntarily assists with tasks such as construction and clearing land.,Machoke
1766,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,Machop
1767,Very powerful in spite of its small size. Its mastery of many types of martial arts makes it very tough.,Machop
1768,"Always brimming with power, it passes time by lifting boulders. Doing so makes it even stronger.",Machop
1769,"It loves to work out and build its muscles. It is never satisfied, even if it trains hard all day long.",Machop
1770,It trains by lifting rocks in the mountains. It can even pick up a GRAVELER with ease.,Machop
1771,MACHOP’s muscles are special - they never get sore no matter how much they are used in exercise. This POKéMON has sufficient power to hurl a hundred adult humans.,Machop
1772,MACHOP exercises by hefting around a GRAVELER as if it were a barbell. There are some MACHOP that travel the world in a quest to master all kinds of martial arts.,Machop
1773,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.",Machop
1774,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,Machop
1775,It continually undertakes strenuous training to master all forms of martial arts. Its strength lets it easily hoist a sumo wrestler onto its shoulders.,Machop
1776,It hefts a GRAVELER repeatedly to strengthen its entire body. It uses every type of martial arts.,Machop
1777,Its muscles never cramp however much it trains. It lives in the mountains away from humans.,Machop
1778,"Though small in stature, it is powerful enough to easily heft and throw a number of GEODUDE at once.",Machop
1779,"Always brimming with power, it passes time by lifting boulders. Doing so makes it even stronger.",Machop
1780,"It loves to work out and build its muscles. It is never satisfied, even if it trains hard all day long.",Machop
1781,"Though small in stature, it is powerful enough to easily heft and throw a number of Geodude at once.",Machop
1782,It hefts a Graveler repeatedly to strengthen its entire body. It uses every type of martial arts.,Machop
1783,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.",Machop
1784,Machop’s muscles are special—they never get sore no matter how much they are used in exercise. This Pokémon has sufficient power to hurl a hundred adult humans.,Machop
1785,Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,Machop
1786,"It loves working out. As it gazes at its muscles, which continue to swell day by day, it becomes more and more dedicated to its training.",Machop
1787,"With its superhuman strength, it’s able to throw a hundred people all at the same time. Its strength comes from lifting Graveler every day.",Machop
1788,"Once this Pokémon has gained enough confidence and muscle from training with its friends, it challenges Makuhita to a battle.",Machop
1789,It likes food that’s highly nutritious because its instincts drive it to build muscle efficiently.,Machop
1790,Very powerful in spite of its small size. Its mastery of many types of martial arts makes it very tough.,Machop
1791,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.",Machop
1792,"Always brimming with power, it passes time by lifting boulders. Doing so makes it even stronger.",Machop
1793,It hefts a Graveler repeatedly to strengthen its entire body. It uses every type of martial arts.,Machop
1794,Its muscles never cramp however much it trains. It lives in the mountains away from humans.,Machop
1795,"Though as small as a child, it has strength enough to easily throw a well-built adult. Striving to become ever stronger, Machop trains by carrying a Graveler on its shoulders.",Machop
1796,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",Magikarp
1797,"Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles.",Magikarp
1798,"An underpowered, pathetic POKéMON. It may jump high on rare occasions, but never more than seven feet.",Magikarp
1799,"For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump.",Magikarp
1800,This weak and pathetic POKéMON gets easily pushed along rivers when there are strong currents.,Magikarp
1801,MAGIKARP is a pathetic excuse for a POKéMON that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.,Magikarp
1802,"MAGIKARP is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy POKéMON that can survive in any body of water no matter how polluted it is.",Magikarp
1803,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic POKéMON in the world.,Magikarp
1804,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",Magikarp
1805,"Its swimming muscles are weak, so it is easily washed away by currents. In places where water pools, you can see many MAGIKARP deposited there by the flow.",Magikarp
1806,It is said to be the world’s weakest Pokémon. No one knows why it has managed to survive.,Magikarp
1807,It is unable to swim against even slow-moving currents. It always splashes about for some reason.,Magikarp
1808,"A MAGIKARP living for many years can leap a mountain using Splash. The move remains useless, though.",Magikarp
1809,"An underpowered, pathetic Pokémon. It may jump high on rare occasions, but usually not more than seven feet.",Magikarp
1810,"For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump.",Magikarp
1811,"A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though.",Magikarp
1812,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.,Magikarp
1813,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",Magikarp
1814,Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.,Magikarp
1815,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",Magikarp
1816,"Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you’ll soon grow tired of seeing them.",Magikarp
1817,"Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp.",Magikarp
1818,"In the distant past, they were fairly strong, but they have become gradually weaker over time.",Magikarp
1819,"Thanks to their strong hold on life, dirty water doesn’t bother them at all. They live in waters all over the world!",Magikarp
1820,"Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles.",Magikarp
1821,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.,Magikarp
1822,This weak and pathetic Pokémon gets easily pushed along rivers when there are strong currents.,Magikarp
1823,It is said to be the world’s weakest Pokémon. No one knows why it has managed to survive.,Magikarp
1824,It is unable to swim against even slow-moving currents. It always splashes about for some reason.,Magikarp
1825,"A feeble, pitiful imbecile of a Pokémon that is nonetheless very hardy. Unperturbed by turbid water, it can be found living in all sorts of places.",Magikarp
1826,Its body always burns with an orange glow that enables it to hide perfectly among flames.,Magmar
1827,"Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire.",Magmar
1828,"It dislikes cold places, so it blows scorching flames to make the environment suitable for itself.",Magmar
1829,"The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun.",Magmar
1830,It moves more frequently in hot areas. It can heal itself by dipping its wound into lava.,Magmar
1831,"In battle, MAGMAR blows out intensely hot flames from all over its body to intimidate its opponent. This POKéMON’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",Magmar
1832,"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit.",Magmar
1833,Its body always burns with an orange glow that enables it to hide perfectly amidst flames.,Magmar
1834,"In battle, it blows out intense flames from all over its body to intimidate its foe. These fiery bursts create heat waves that ignite grass and trees in the area.",Magmar
1835,"Born in the spout of a volcano, its body is covered by flames that shimmer like the sun.",Magmar
1836,"When it breathes deeply, heat waves form around its body, making it hard to see clearly.",Magmar
1837,"It dislikes cold places, so it blows scorching flames to make the environment suitable for itself.",Magmar
1838,"The fiery surface of its body gives off a wavering, rippling glare that is similar to the sun.",Magmar
1839,"When it breathes deeply, heat waves form around its body, making it hard to see clearly.",Magmar
1840,"The scorching fire exhaled by Magmar forms heat waves around its body, making it hard to see the Pokémon clearly.",Magmar
1841,"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit.",Magmar
1842,"Born in the spout of a volcano, its body is covered by flames that shimmer like the sun.",Magmar
1843,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",Magmar
1844,"When it’s tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F.",Magmar
1845,"When angered, it spouts brilliant fire from all over its body. It doesn’t calm down until its opponent has burned to ash.",Magmar
1846,"Its entire body is burning. When it breathes, the temperature rises. When it sneezes, flames shoot out!",Magmar
1847,"The hotter the place, the better they feel. Magmar in Alola are said to be hardier than those in other areas.",Magmar
1848,"Born in an active volcano. Its body is always cloaked in flames, so it looks like a big ball of fire.",Magmar
1849,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.,Magmar
1850,These Pokémon’s bodies are constantly burning. Magmar are feared as one of the causes behind fires.,Magmar
1851,It was born in the crater of a volcano. Its body is covered with flames that shimmer like the sun.,Magmar
1852,"Legend has it that this Pokémon was born from the crater of a volcano. When wounded, it bathes in lava to heal its body, much as one would soak in a hot spring.",Magmar
1853,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,Magnemite
1854,It is born with the ability to defy gravity. It floats in air on powerful electromagnetic waves.,Magnemite
1855,It is attracted by electromagnetic waves. It may approach trainers if they are using their POKéGEAR.,Magnemite
1856,The units at the sides of its body generate antigravity energy to keep it aloft in the air.,Magnemite
1857,The electricity emitted by the units on each side of its body cause it to become a strong magnet.,Magnemite
1858,"MAGNEMITE attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this POKéMON clinging to the breaker box.",Magnemite
1859,MAGNEMITE floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This POKéMON becomes incapable of flight if its internal electrical supply is depleted.,Magnemite
1860,It moves while constantly hovering. It discharges THUNDER WAVE and so on from the units at its sides.,Magnemite
1861,Uses antigravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,Magnemite
1862,The units at its sides are extremely powerful magnets. They generate enough magnetism to draw in iron objects from over 300 feet away.,Magnemite
1863,The units at its sides generate electromagnetic waves that keep it airborne. It feeds on electricity.,Magnemite
1864,"The faster the units at its sides rotate, the greater the magnetic force they generate.",Magnemite
1865,It is attracted by electromagnetic waves. It may approach Trainers if they are using their Pokégear.,Magnemite
1866,The units at the sides of its body generate antigravity energy to keep it aloft in the air.,Magnemite
1867,"The faster the units at its sides rotate, the greater the magnetic force they generate.",Magnemite
1868,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",Magnemite
1869,The units at the sides of its body generate antigravity energy to keep it aloft in the air.,Magnemite
1870,It moves while constantly hovering. It discharges Thunder Wave and so on from the units at its sides.,Magnemite
1871,"Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box.",Magnemite
1872,Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.,Magnemite
1873,They gather in places where electricity is available. They can be found clinging to the steel towers used to support power lines.,Magnemite
1874,"It sends out electromagnetic waves, which let it float through the air. Touching it while it’s eating electricity will give you a full-body shock.",Magnemite
1875,"It’s frequently the cause of power outages, which is why some power plants send out electrical signals that it can’t stand.",Magnemite
1876,"Perhaps because electrical lines are often buried these days, the number of Magnemite attacks on power plants has increased.",Magnemite
1877,It is hatched with the ability to defy gravity. It floats while emitting powerful electromagnetic waves.,Magnemite
1878,"At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again.",Magnemite
1879,"It subsists on electricity. As Magnemite flies, it emits electromagnetic waves from the units on each side of its body.",Magnemite
1880,The units at its sides generate electromagnetic waves that keep it airborne. It feeds on electricity.,Magnemite
1881,"A bizarre Pokémon with but a single eye embedded in an iron sphere. I suspect this creature levitates due to the magnetism it emits from its arms, which resemble horseshoe-shaped magnets.",Magnemite
1882,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,Magneton
1883,"Generates strange radio signals. It raises the temperature by 3.6F degrees within 3,300 feet.",Magneton
