,Unnamed: 0,id,dex_id,name,image,primary_type,secondary_type,is_mega,Description
472,472,473,385,Jirachi,https://projectpokemon.org/images/normal-sprite/jirachi.gif,Steel,Psychic,0,
473,473,474,386,Normal Forme,,Psychic,,1,
474,474,475,386,Attack Forme,,Psychic,,1,
475,475,476,386,Defense Forme,,Psychic,,1,
476,476,477,386,Speed Forme,,Psychic,,1,
477,477,478,387,Turtwig,https://projectpokemon.org/images/normal-sprite/turtwig.gif,Grass,,0,
478,478,479,388,Grotle,https://projectpokemon.org/images/normal-sprite/grotle.gif,Grass,,0,
479,479,480,389,Torterra,https://projectpokemon.org/images/normal-sprite/torterra.gif,Grass,Ground,0,
480,480,481,390,Chimchar,https://projectpokemon.org/images/normal-sprite/chimchar.gif,Fire,,0,
481,481,482,391,Monferno,https://projectpokemon.org/images/normal-sprite/monferno.gif,Fire,Fighting,0,
482,482,483,392,Infernape,https://projectpokemon.org/images/normal-sprite/infernape.gif,Fire,Fighting,0,
483,483,484,393,Piplup,https://projectpokemon.org/images/normal-sprite/piplup.gif,Water,,0,
484,484,485,394,Prinplup,https://projectpokemon.org/images/normal-sprite/prinplup.gif,Water,,0,
485,485,486,395,Empoleon,https://projectpokemon.org/images/normal-sprite/empoleon.gif,Water,Steel,0,
486,486,487,396,Starly,https://projectpokemon.org/images/normal-sprite/starly.gif,Normal,Flying,0,
487,487,488,397,Staravia,https://projectpokemon.org/images/normal-sprite/staravia.gif,Normal,Flying,0,
488,488,489,398,Staraptor,https://projectpokemon.org/images/normal-sprite/staraptor.gif,Normal,Flying,0,
489,489,490,399,Bidoof,https://projectpokemon.org/images/normal-sprite/bidoof.gif,Normal,,0,
490,490,491,400,Bibarel,https://projectpokemon.org/images/normal-sprite/bibarel.gif,Normal,Water,0,
491,491,492,401,Kricketot,https://projectpokemon.org/images/normal-sprite/kricketot.gif,Bug,,0,
492,492,493,402,Kricketune,https://projectpokemon.org/images/normal-sprite/kricketune.gif,Bug,,0,
493,493,494,403,Shinx,https://projectpokemon.org/images/normal-sprite/shinx.gif,Electric,,0,
494,494,495,404,Luxio,https://projectpokemon.org/images/normal-sprite/luxio.gif,Electric,,0,
495,495,496,405,Luxray,https://projectpokemon.org/images/normal-sprite/luxray.gif,Electric,,0,
496,496,497,406,Budew,https://projectpokemon.org/images/normal-sprite/budew.gif,Grass,Poison,0,
497,497,498,407,Roserade,https://projectpokemon.org/images/normal-sprite/roserade.gif,Grass,Poison,0,
498,498,499,408,Cranidos,https://projectpokemon.org/images/normal-sprite/cranidos.gif,Rock,,0,
499,499,500,409,Rampardos,https://projectpokemon.org/images/normal-sprite/rampardos.gif,Rock,,0,
500,500,501,410,Shieldon,https://projectpokemon.org/images/normal-sprite/shieldon.gif,Rock,Steel,0,
501,501,502,411,Bastiodon,https://projectpokemon.org/images/normal-sprite/bastiodon.gif,Rock,Steel,0,
502,502,503,412,Plant Cloak,,Bug,,1,
503,503,504,412,Sandy Cloak,,Bug,,1,
504,504,505,412,Trash Cloak,,Bug,,1,
505,505,506,413,Plant Cloak,,Bug,Grass,1,
506,506,507,413,Sandy Cloak,,Bug,Ground,1,
507,507,508,413,Trash Cloak,,Bug,Steel,1,
508,508,509,414,Mothim,https://projectpokemon.org/images/normal-sprite/mothim.gif,Bug,Flying,0,
509,509,510,415,Combee,https://projectpokemon.org/images/normal-sprite/combee.gif,Bug,Flying,0,
510,510,511,416,Vespiquen,https://projectpokemon.org/images/normal-sprite/vespiquen.gif,Bug,Flying,0,
511,511,512,417,Pachirisu,https://projectpokemon.org/images/normal-sprite/pachirisu.gif,Electric,,0,
512,512,513,418,Buizel,https://projectpokemon.org/images/normal-sprite/buizel.gif,Water,,0,
513,513,514,419,Floatzel,https://projectpokemon.org/images/normal-sprite/floatzel.gif,Water,,0,
514,514,515,420,Cherubi,https://projectpokemon.org/images/normal-sprite/cherubi.gif,Grass,,0,
515,515,516,421,Cherrim,https://projectpokemon.org/images/normal-sprite/cherrim.gif,Grass,,0,
516,516,517,422,Shellos,https://projectpokemon.org/images/normal-sprite/shellos.gif,Water,,0,
517,517,518,423,Gastrodon,https://projectpokemon.org/images/normal-sprite/gastrodon.gif,Water,Ground,0,
518,518,519,424,Ambipom,https://projectpokemon.org/images/normal-sprite/ambipom.gif,Normal,,0,
519,519,520,425,Drifloon,https://projectpokemon.org/images/normal-sprite/drifloon.gif,Ghost,Flying,0,
520,520,521,426,Drifblim,https://projectpokemon.org/images/normal-sprite/drifblim.gif,Ghost,Flying,0,
521,521,522,427,Buneary,https://projectpokemon.org/images/normal-sprite/buneary.gif,Normal,,0,
522,522,523,428,Lopunny,https://projectpokemon.org/images/normal-sprite/lopunny.gif,Normal,,0,
523,523,524,428,Mega Lopunny,,Normal,Fighting,1,
524,524,525,429,Mismagius,https://projectpokemon.org/images/normal-sprite/mismagius.gif,Ghost,,0,
525,525,526,430,Honchkrow,https://projectpokemon.org/images/normal-sprite/honchkrow.gif,Dark,Flying,0,
526,526,527,431,Glameow,https://projectpokemon.org/images/normal-sprite/glameow.gif,Normal,,0,
527,527,528,432,Purugly,https://projectpokemon.org/images/normal-sprite/purugly.gif,Normal,,0,
528,528,529,433,Chingling,https://projectpokemon.org/images/normal-sprite/chingling.gif,Psychic,,0,
529,529,530,434,Stunky,https://projectpokemon.org/images/normal-sprite/stunky.gif,Poison,Dark,0,
530,530,531,435,Skuntank,https://projectpokemon.org/images/normal-sprite/skuntank.gif,Poison,Dark,0,
531,531,532,436,Bronzor,https://projectpokemon.org/images/normal-sprite/bronzor.gif,Steel,Psychic,0,
532,532,533,437,Bronzong,https://projectpokemon.org/images/normal-sprite/bronzong.gif,Steel,Psychic,0,
533,533,534,438,Bonsly,https://projectpokemon.org/images/normal-sprite/bonsly.gif,Rock,,0,
534,534,535,439,Mime Jr.,https://projectpokemon.org/images/normal-sprite/mime_jr.gif,Psychic,Fairy,0,
535,535,536,440,Happiny,https://projectpokemon.org/images/normal-sprite/happiny.gif,Normal,,0,
536,536,537,441,Chatot,https://projectpokemon.org/images/normal-sprite/chatot.gif,Normal,Flying,0,
537,537,538,442,Spiritomb,https://projectpokemon.org/images/normal-sprite/spiritomb.gif,Ghost,Dark,0,
538,538,539,443,Gible,https://projectpokemon.org/images/normal-sprite/gible.gif,Dragon,Ground,0,
539,539,540,444,Gabite,https://projectpokemon.org/images/normal-sprite/gabite.gif,Dragon,Ground,0,
540,540,541,445,Garchomp,https://projectpokemon.org/images/normal-sprite/garchomp.gif,Dragon,Ground,0,
541,541,542,445,Mega Garchomp,,Dragon,Ground,1,
542,542,543,446,Munchlax,https://projectpokemon.org/images/normal-sprite/munchlax.gif,Normal,,0,
543,543,544,447,Riolu,https://projectpokemon.org/images/normal-sprite/riolu.gif,Fighting,,0,
544,544,545,448,Lucario,https://projectpokemon.org/images/normal-sprite/lucario.gif,Fighting,Steel,0,
545,545,546,448,Mega Lucario,,Fighting,Steel,1,
546,546,547,449,Hippopotas,https://projectpokemon.org/images/normal-sprite/hippopotas.gif,Ground,,0,
547,547,548,450,Hippowdon,https://projectpokemon.org/images/normal-sprite/hippowdon.gif,Ground,,0,
548,548,549,451,Skorupi,https://projectpokemon.org/images/normal-sprite/skorupi.gif,Poison,Bug,0,
549,549,550,452,Drapion,https://projectpokemon.org/images/normal-sprite/drapion.gif,Poison,Dark,0,
550,550,551,453,Croagunk,https://projectpokemon.org/images/normal-sprite/croagunk.gif,Poison,Fighting,0,
551,551,552,454,Toxicroak,https://projectpokemon.org/images/normal-sprite/toxicroak.gif,Poison,Fighting,0,
552,552,553,455,Carnivine,https://projectpokemon.org/images/normal-sprite/carnivine.gif,Grass,,0,
553,553,554,456,Finneon,https://projectpokemon.org/images/normal-sprite/finneon.gif,Water,,0,
554,554,555,457,Lumineon,https://projectpokemon.org/images/normal-sprite/lumineon.gif,Water,,0,
555,555,556,458,Mantyke,https://projectpokemon.org/images/normal-sprite/mantyke.gif,Water,Flying,0,
556,556,557,459,Snover,https://projectpokemon.org/images/normal-sprite/snover.gif,Grass,Ice,0,
557,557,558,460,Abomasnow,https://projectpokemon.org/images/normal-sprite/abomasnow.gif,Grass,Ice,0,
558,558,559,460,Mega Abomasnow,,Grass,Ice,1,
559,559,560,461,Weavile,https://projectpokemon.org/images/normal-sprite/weavile.gif,Dark,Ice,0,
560,560,561,462,Magnezone,https://projectpokemon.org/images/normal-sprite/magnezone.gif,Electric,Steel,0,
561,561,562,463,Lickilicky,https://projectpokemon.org/images/normal-sprite/lickilicky.gif,Normal,,0,
562,562,563,464,Rhyperior,https://projectpokemon.org/images/normal-sprite/rhyperior.gif,Ground,Rock,0,
563,563,564,465,Tangrowth,https://projectpokemon.org/images/normal-sprite/tangrowth.gif,Grass,,0,
564,564,565,466,Electivire,https://projectpokemon.org/images/normal-sprite/electivire.gif,Electric,,0,
565,565,566,467,Magmortar,https://projectpokemon.org/images/normal-sprite/magmortar.gif,Fire,,0,
566,566,567,468,Togekiss,https://projectpokemon.org/images/normal-sprite/togekiss.gif,Fairy,Flying,0,
567,567,568,469,Yanmega,https://projectpokemon.org/images/normal-sprite/yanmega.gif,Bug,Flying,0,
568,568,569,470,Leafeon,https://projectpokemon.org/images/normal-sprite/leafeon.gif,Grass,,0,
569,569,570,471,Glaceon,https://projectpokemon.org/images/normal-sprite/glaceon.gif,Ice,,0,
570,570,571,472,Gliscor,https://projectpokemon.org/images/normal-sprite/gliscor.gif,Ground,Flying,0,
571,571,572,473,Mamoswine,https://projectpokemon.org/images/normal-sprite/mamoswine.gif,Ice,Ground,0,
572,572,573,474,Porygon-Z,https://projectpokemon.org/images/normal-sprite/porygon-z.gif,Normal,,0,
573,573,574,475,Gallade,https://projectpokemon.org/images/normal-sprite/gallade.gif,Psychic,Fighting,0,
574,574,575,475,Mega Gallade,,Psychic,Fighting,1,
575,575,576,476,Probopass,https://projectpokemon.org/images/normal-sprite/probopass.gif,Rock,Steel,0,
576,576,577,477,Dusknoir,https://projectpokemon.org/images/normal-sprite/dusknoir.gif,Ghost,,0,
577,577,578,478,Froslass,https://projectpokemon.org/images/normal-sprite/froslass.gif,Ice,Ghost,0,
578,578,579,479,Rotom,https://projectpokemon.org/images/normal-sprite/rotom.gif,Electric,Ghost,0,
579,579,580,479,Heat Rotom,,Electric,Fire,1,
580,580,581,479,Wash Rotom,,Electric,Water,1,
581,581,582,479,Frost Rotom,,Electric,Ice,1,
582,582,583,479,Fan Rotom,,Electric,Flying,1,
583,583,584,479,Mow Rotom,,Electric,Grass,1,
584,584,585,480,Uxie,https://projectpokemon.org/images/normal-sprite/uxie.gif,Psychic,,0,
585,585,586,481,Mesprit,https://projectpokemon.org/images/normal-sprite/mesprit.gif,Psychic,,0,
586,586,587,482,Azelf,https://projectpokemon.org/images/normal-sprite/azelf.gif,Psychic,,0,
587,587,588,483,Dialga,https://projectpokemon.org/images/normal-sprite/dialga.gif,Steel,Dragon,0,
588,588,589,483,Origin Forme,,Steel,Dragon,1,
589,589,590,484,Palkia,https://projectpokemon.org/images/normal-sprite/palkia.gif,Water,Dragon,0,
590,590,591,484,Origin Forme,,Water,Dragon,1,
591,591,592,485,Heatran,https://projectpokemon.org/images/normal-sprite/heatran.gif,Fire,Steel,0,
592,592,593,486,Regigigas,https://projectpokemon.org/images/normal-sprite/regigigas.gif,Normal,,0,
593,593,594,487,Altered Forme,,Ghost,Dragon,1,
594,594,595,487,Origin Forme,,Ghost,Dragon,1,
595,595,596,488,Cresselia,https://projectpokemon.org/images/normal-sprite/cresselia.gif,Psychic,,0,
596,596,597,489,Phione,https://projectpokemon.org/images/normal-sprite/phione.gif,Water,,0,
597,597,598,490,Manaphy,https://projectpokemon.org/images/normal-sprite/manaphy.gif,Water,,0,
598,598,599,491,Darkrai,https://projectpokemon.org/images/normal-sprite/darkrai.gif,Dark,,0,
599,599,600,492,Land Forme,,Grass,,1,
600,600,601,492,Sky Forme,,Grass,Flying,1,
601,601,602,493,Arceus,https://projectpokemon.org/images/normal-sprite/arceus.gif,Normal,,0,
602,602,603,494,Victini,https://projectpokemon.org/images/normal-sprite/victini.gif,Psychic,Fire,0,
603,603,604,495,Snivy,https://projectpokemon.org/images/normal-sprite/snivy.gif,Grass,,0,
604,604,605,496,Servine,https://projectpokemon.org/images/normal-sprite/servine.gif,Grass,,0,
605,605,606,497,Serperior,https://projectpokemon.org/images/normal-sprite/serperior.gif,Grass,,0,
606,606,607,498,Tepig,https://projectpokemon.org/images/normal-sprite/tepig.gif,Fire,,0,
607,607,608,499,Pignite,https://projectpokemon.org/images/normal-sprite/pignite.gif,Fire,Fighting,0,
608,608,609,500,Emboar,https://projectpokemon.org/images/normal-sprite/emboar.gif,Fire,Fighting,0,
609,609,610,501,Oshawott,https://projectpokemon.org/images/normal-sprite/oshawott.gif,Water,,0,
610,610,611,502,Dewott,https://projectpokemon.org/images/normal-sprite/dewott.gif,Water,,0,
611,611,612,503,Samurott,https://projectpokemon.org/images/normal-sprite/samurott.gif,Water,,0,
612,612,613,503,Hisuian Samurott,,Water,Dark,1,
613,613,614,504,Patrat,https://projectpokemon.org/images/normal-sprite/patrat.gif,Normal,,0,
614,614,615,505,Watchog,https://projectpokemon.org/images/normal-sprite/watchog.gif,Normal,,0,
615,615,616,506,Lillipup,https://projectpokemon.org/images/normal-sprite/lillipup.gif,Normal,,0,
616,616,617,507,Herdier,https://projectpokemon.org/images/normal-sprite/herdier.gif,Normal,,0,
617,617,618,508,Stoutland,https://projectpokemon.org/images/normal-sprite/stoutland.gif,Normal,,0,
618,618,619,509,Purrloin,https://projectpokemon.org/images/normal-sprite/purrloin.gif,Dark,,0,
619,619,620,510,Liepard,https://projectpokemon.org/images/normal-sprite/liepard.gif,Dark,,0,
620,620,621,511,Pansage,https://projectpokemon.org/images/normal-sprite/pansage.gif,Grass,,0,
621,621,622,512,Simisage,https://projectpokemon.org/images/normal-sprite/simisage.gif,Grass,,0,
622,622,623,513,Pansear,https://projectpokemon.org/images/normal-sprite/pansear.gif,Fire,,0,
623,623,624,514,Simisear,https://projectpokemon.org/images/normal-sprite/simisear.gif,Fire,,0,
624,624,625,515,Panpour,https://projectpokemon.org/images/normal-sprite/panpour.gif,Water,,0,
625,625,626,516,Simipour,https://projectpokemon.org/images/normal-sprite/simipour.gif,Water,,0,
626,626,627,517,Munna,https://projectpokemon.org/images/normal-sprite/munna.gif,Psychic,,0,
627,627,628,518,Musharna,https://projectpokemon.org/images/normal-sprite/musharna.gif,Psychic,,0,
628,628,629,519,Pidove,https://projectpokemon.org/images/normal-sprite/pidove.gif,Normal,Flying,0,
629,629,630,520,Tranquill,https://projectpokemon.org/images/normal-sprite/tranquill.gif,Normal,Flying,0,
630,630,631,521,Unfezant,https://projectpokemon.org/images/normal-sprite/unfezant.gif,Normal,Flying,0,
631,631,632,522,Blitzle,https://projectpokemon.org/images/normal-sprite/blitzle.gif,Electric,,0,
632,632,633,523,Zebstrika,https://projectpokemon.org/images/normal-sprite/zebstrika.gif,Electric,,0,
633,633,634,524,Roggenrola,https://projectpokemon.org/images/normal-sprite/roggenrola.gif,Rock,,0,
634,634,635,525,Boldore,https://projectpokemon.org/images/normal-sprite/boldore.gif,Rock,,0,
635,635,636,526,Gigalith,https://projectpokemon.org/images/normal-sprite/gigalith.gif,Rock,,0,
636,636,637,527,Woobat,https://projectpokemon.org/images/normal-sprite/woobat.gif,Psychic,Flying,0,
637,637,638,528,Swoobat,https://projectpokemon.org/images/normal-sprite/swoobat.gif,Psychic,Flying,0,
638,638,639,529,Drilbur,https://projectpokemon.org/images/normal-sprite/drilbur.gif,Ground,,0,
639,639,640,530,Excadrill,https://projectpokemon.org/images/normal-sprite/excadrill.gif,Ground,Steel,0,
640,640,641,531,Audino,https://projectpokemon.org/images/normal-sprite/audino.gif,Normal,,0,
641,641,642,531,Mega Audino,,Normal,Fairy,1,
642,642,643,532,Timburr,https://projectpokemon.org/images/normal-sprite/timburr.gif,Fighting,,0,
643,643,644,533,Gurdurr,https://projectpokemon.org/images/normal-sprite/gurdurr.gif,Fighting,,0,
644,644,645,534,Conkeldurr,https://projectpokemon.org/images/normal-sprite/conkeldurr.gif,Fighting,,0,
645,645,646,535,Tympole,https://projectpokemon.org/images/normal-sprite/tympole.gif,Water,,0,
646,646,647,536,Palpitoad,https://projectpokemon.org/images/normal-sprite/palpitoad.gif,Water,Ground,0,
647,647,648,537,Seismitoad,https://projectpokemon.org/images/normal-sprite/seismitoad.gif,Water,Ground,0,
648,648,649,538,Throh,https://projectpokemon.org/images/normal-sprite/throh.gif,Fighting,,0,
649,649,650,539,Sawk,https://projectpokemon.org/images/normal-sprite/sawk.gif,Fighting,,0,
650,650,651,540,Sewaddle,https://projectpokemon.org/images/normal-sprite/sewaddle.gif,Bug,Grass,0,
651,651,652,541,Swadloon,https://projectpokemon.org/images/normal-sprite/swadloon.gif,Bug,Grass,0,
652,652,653,542,Leavanny,https://projectpokemon.org/images/normal-sprite/leavanny.gif,Bug,Grass,0,
653,653,654,543,Venipede,https://projectpokemon.org/images/normal-sprite/venipede.gif,Bug,Poison,0,
654,654,655,544,Whirlipede,https://projectpokemon.org/images/normal-sprite/whirlipede.gif,Bug,Poison,0,
655,655,656,545,Scolipede,https://projectpokemon.org/images/normal-sprite/scolipede.gif,Bug,Poison,0,
656,656,657,546,Cottonee,https://projectpokemon.org/images/normal-sprite/cottonee.gif,Grass,Fairy,0,
657,657,658,547,Whimsicott,https://projectpokemon.org/images/normal-sprite/whimsicott.gif,Grass,Fairy,0,
658,658,659,548,Petilil,https://projectpokemon.org/images/normal-sprite/petilil.gif,Grass,,0,
659,659,660,549,Lilligant,https://projectpokemon.org/images/normal-sprite/lilligant.gif,Grass,,0,
660,660,661,549,Hisuian Lilligant,,Grass,Fighting,1,
661,661,662,550,Red-Striped Form,,Water,,1,
662,662,663,550,Blue-Striped Form,,Water,,1,
663,663,664,550,White-Striped Form,,Water,,1,
664,664,665,551,Sandile,https://projectpokemon.org/images/normal-sprite/sandile.gif,Ground,Dark,0,
665,665,666,552,Krokorok,https://projectpokemon.org/images/normal-sprite/krokorok.gif,Ground,Dark,0,
666,666,667,553,Krookodile,https://projectpokemon.org/images/normal-sprite/krookodile.gif,Ground,Dark,0,
667,667,668,554,Darumaka,https://projectpokemon.org/images/normal-sprite/darumaka.gif,Fire,,0,
668,668,669,554,Galarian Darumaka,,Ice,,1,
669,669,670,555,Standard Mode,,Fire,,1,
670,670,671,555,Zen Mode,,Fire,Psychic,1,
671,671,672,555,Galarian Standard Mode,,Ice,,1,
672,672,673,555,Galarian Zen Mode,,Ice,Fire,1,
673,673,674,556,Maractus,https://projectpokemon.org/images/normal-sprite/maractus.gif,Grass,,0,
674,674,675,557,Dwebble,https://projectpokemon.org/images/normal-sprite/dwebble.gif,Bug,Rock,0,
675,675,676,558,Crustle,https://projectpokemon.org/images/normal-sprite/crustle.gif,Bug,Rock,0,
676,676,677,559,Scraggy,https://projectpokemon.org/images/normal-sprite/scraggy.gif,Dark,Fighting,0,
677,677,678,560,Scrafty,https://projectpokemon.org/images/normal-sprite/scrafty.gif,Dark,Fighting,0,
678,678,679,561,Sigilyph,https://projectpokemon.org/images/normal-sprite/sigilyph.gif,Psychic,Flying,0,
679,679,680,562,Yamask,https://projectpokemon.org/images/normal-sprite/yamask.gif,Ghost,,0,
680,680,681,562,Galarian Yamask,,Ground,Ghost,1,
681,681,682,563,Cofagrigus,https://projectpokemon.org/images/normal-sprite/cofagrigus.gif,Ghost,,0,
682,682,683,564,Tirtouga,https://projectpokemon.org/images/normal-sprite/tirtouga.gif,Water,Rock,0,
683,683,684,565,Carracosta,https://projectpokemon.org/images/normal-sprite/carracosta.gif,Water,Rock,0,
684,684,685,566,Archen,https://projectpokemon.org/images/normal-sprite/archen.gif,Rock,Flying,0,
685,685,686,567,Archeops,https://projectpokemon.org/images/normal-sprite/archeops.gif,Rock,Flying,0,
686,686,687,568,Trubbish,https://projectpokemon.org/images/normal-sprite/trubbish.gif,Poison,,0,
687,687,688,569,Garbodor,https://projectpokemon.org/images/normal-sprite/garbodor.gif,Poison,,0,
688,688,689,570,Zorua,https://projectpokemon.org/images/normal-sprite/zorua.gif,Dark,,0,
689,689,690,570,Hisuian Zorua,,Normal,Ghost,1,
690,690,691,571,Zoroark,https://projectpokemon.org/images/normal-sprite/zoroark.gif,Dark,,0,
691,691,692,571,Hisuian Zoroark,,Normal,Ghost,1,
692,692,693,572,Minccino,https://projectpokemon.org/images/normal-sprite/minccino.gif,Normal,,0,
693,693,694,573,Cinccino,https://projectpokemon.org/images/normal-sprite/cinccino.gif,Normal,,0,
694,694,695,574,Gothita,https://projectpokemon.org/images/normal-sprite/gothita.gif,Psychic,,0,
695,695,696,575,Gothorita,https://projectpokemon.org/images/normal-sprite/gothorita.gif,Psychic,,0,
696,696,697,576,Gothitelle,https://projectpokemon.org/images/normal-sprite/gothitelle.gif,Psychic,,0,
697,697,698,577,Solosis,https://projectpokemon.org/images/normal-sprite/solosis.gif,Psychic,,0,
698,698,699,578,Duosion,https://projectpokemon.org/images/normal-sprite/duosion.gif,Psychic,,0,
699,699,700,579,Reuniclus,https://projectpokemon.org/images/normal-sprite/reuniclus.gif,Psychic,,0,
700,700,701,580,Ducklett,https://projectpokemon.org/images/normal-sprite/ducklett.gif,Water,Flying,0,
701,701,702,581,Swanna,https://projectpokemon.org/images/normal-sprite/swanna.gif,Water,Flying,0,
702,702,703,582,Vanillite,https://projectpokemon.org/images/normal-sprite/vanillite.gif,Ice,,0,
703,703,704,583,Vanillish,https://projectpokemon.org/images/normal-sprite/vanillish.gif,Ice,,0,
704,704,705,584,Vanilluxe,https://projectpokemon.org/images/normal-sprite/vanilluxe.gif,Ice,,0,
705,705,706,585,Deerling,https://projectpokemon.org/images/normal-sprite/deerling.gif,Normal,Grass,0,
706,706,707,586,Sawsbuck,https://projectpokemon.org/images/normal-sprite/sawsbuck.gif,Normal,Grass,0,
707,707,708,587,Emolga,https://projectpokemon.org/images/normal-sprite/emolga.gif,Electric,Flying,0,
708,708,709,588,Karrablast,https://projectpokemon.org/images/normal-sprite/karrablast.gif,Bug,,0,
709,709,710,589,Escavalier,https://projectpokemon.org/images/normal-sprite/escavalier.gif,Bug,Steel,0,
710,710,711,590,Foongus,https://projectpokemon.org/images/normal-sprite/foongus.gif,Grass,Poison,0,
711,711,712,591,Amoonguss,https://projectpokemon.org/images/normal-sprite/amoonguss.gif,Grass,Poison,0,
712,712,713,592,Frillish,https://projectpokemon.org/images/normal-sprite/frillish.gif,Water,Ghost,0,
713,713,714,593,Jellicent,https://projectpokemon.org/images/normal-sprite/jellicent.gif,Water,Ghost,0,
714,714,715,594,Alomomola,https://projectpokemon.org/images/normal-sprite/alomomola.gif,Water,,0,
715,715,716,595,Joltik,https://projectpokemon.org/images/normal-sprite/joltik.gif,Bug,Electric,0,
716,716,717,596,Galvantula,https://projectpokemon.org/images/normal-sprite/galvantula.gif,Bug,Electric,0,
717,717,718,597,Ferroseed,https://projectpokemon.org/images/normal-sprite/ferroseed.gif,Grass,Steel,0,
718,718,719,598,Ferrothorn,https://projectpokemon.org/images/normal-sprite/ferrothorn.gif,Grass,Steel,0,
719,719,720,599,Klink,https://projectpokemon.org/images/normal-sprite/klink.gif,Steel,,0,
720,720,721,600,Klang,https://projectpokemon.org/images/normal-sprite/klang.gif,Steel,,0,
721,721,722,601,Klinklang,https://projectpokemon.org/images/normal-sprite/klink.gif,Steel,,0,
722,722,723,602,Tynamo,https://projectpokemon.org/images/normal-sprite/tynamo.gif,Electric,,0,
723,723,724,603,Eelektrik,https://projectpokemon.org/images/normal-sprite/eelektrik.gif,Electric,,0,
724,724,725,604,Eelektross,https://projectpokemon.org/images/normal-sprite/eelektross.gif,Electric,,0,
725,725,726,605,Elgyem,https://projectpokemon.org/images/normal-sprite/elgyem.gif,Psychic,,0,
726,726,727,606,Beheeyem,https://projectpokemon.org/images/normal-sprite/beheeyem.gif,Psychic,,0,
727,727,728,607,Litwick,https://projectpokemon.org/images/normal-sprite/litwick.gif,Ghost,Fire,0,
728,728,729,608,Lampent,https://projectpokemon.org/images/normal-sprite/lampent.gif,Ghost,Fire,0,
729,729,730,609,Chandelure,https://projectpokemon.org/images/normal-sprite/chandelure.gif,Ghost,Fire,0,
730,730,731,610,Axew,https://projectpokemon.org/images/normal-sprite/axew.gif,Dragon,,0,
731,731,732,611,Fraxure,https://projectpokemon.org/images/normal-sprite/fraxure.gif,Dragon,,0,
732,732,733,612,Haxorus,https://projectpokemon.org/images/normal-sprite/haxorus.gif,Dragon,,0,
733,733,734,613,Cubchoo,https://projectpokemon.org/images/normal-sprite/cubchoo.gif,Ice,,0,
734,734,735,614,Beartic,https://projectpokemon.org/images/normal-sprite/beartic.gif,Ice,,0,
735,735,736,615,Cryogonal,https://projectpokemon.org/images/normal-sprite/cryogonal.gif,Ice,,0,
736,736,737,616,Shelmet,https://projectpokemon.org/images/normal-sprite/shelmet.gif,Bug,,0,
737,737,738,617,Accelgor,https://projectpokemon.org/images/normal-sprite/accelgor.gif,Bug,,0,
738,738,739,618,Stunfisk,https://projectpokemon.org/images/normal-sprite/stunfisk.gif,Ground,Electric,0,
739,739,740,618,Galarian Stunfisk,,Ground,Steel,1,
740,740,741,619,Mienfoo,https://projectpokemon.org/images/normal-sprite/mienfoo.gif,Fighting,,0,
741,741,742,620,Mienshao,https://projectpokemon.org/images/normal-sprite/mienshao.gif,Fighting,,0,
742,742,743,621,Druddigon,https://projectpokemon.org/images/normal-sprite/druddigon.gif,Dragon,,0,
743,743,744,622,Golett,https://projectpokemon.org/images/normal-sprite/golett.gif,Ground,Ghost,0,
744,744,745,623,Golurk,https://projectpokemon.org/images/normal-sprite/golurk.gif,Ground,Ghost,0,
745,745,746,624,Pawniard,https://projectpokemon.org/images/normal-sprite/pawniard.gif,Dark,Steel,0,
746,746,747,625,Bisharp,https://projectpokemon.org/images/normal-sprite/bisharp.gif,Dark,Steel,0,
747,747,748,626,Bouffalant,https://projectpokemon.org/images/normal-sprite/bouffalant.gif,Normal,,0,
748,748,749,627,Rufflet,https://projectpokemon.org/images/normal-sprite/rufflet.gif,Normal,Flying,0,
749,749,750,628,Braviary,https://projectpokemon.org/images/normal-sprite/braviary.gif,Normal,Flying,0,
750,750,751,628,Hisuian Braviary,,Psychic,Flying,1,
751,751,752,629,Vullaby,https://projectpokemon.org/images/normal-sprite/vullaby.gif,Dark,Flying,0,
752,752,753,630,Mandibuzz,https://projectpokemon.org/images/normal-sprite/mandibuzz.gif,Dark,Flying,0,
753,753,754,631,Heatmor,https://projectpokemon.org/images/normal-sprite/heatmor.gif,Fire,,0,
754,754,755,632,Durant,https://projectpokemon.org/images/normal-sprite/durant.gif,Bug,Steel,0,
755,755,756,633,Deino,https://projectpokemon.org/images/normal-sprite/deino.gif,Dark,Dragon,0,
756,756,757,634,Zweilous,https://projectpokemon.org/images/normal-sprite/zweilous.gif,Dark,Dragon,0,
757,757,758,635,Hydreigon,https://projectpokemon.org/images/normal-sprite/hydreigon.gif,Dark,Dragon,0,
758,758,759,636,Larvesta,https://projectpokemon.org/images/normal-sprite/larvesta.gif,Bug,Fire,0,
759,759,760,637,Volcarona,https://projectpokemon.org/images/normal-sprite/volcarona.gif,Bug,Fire,0,
760,760,761,638,Cobalion,https://projectpokemon.org/images/normal-sprite/cobalion.gif,Steel,Fighting,0,
761,761,762,639,Terrakion,https://projectpokemon.org/images/normal-sprite/terrakion.gif,Rock,Fighting,0,
762,762,763,640,Virizion,https://projectpokemon.org/images/normal-sprite/virizion.gif,Grass,Fighting,0,
763,763,764,641,Incarnate Forme,,Flying,,1,
764,764,765,641,Therian Forme,,Flying,,1,
765,765,766,642,Incarnate Forme,,Electric,Flying,1,
